prompt,response,ground truth
Count the trees without specifying the location or time frame. I need you to retrieve the date.," Thank you for your request. To perform tree counting, I require either a specific location within the mentioned countries or a time frame. Additionally, please provide the specific date for today's reference (03/06/2020).",calculate Normalized difference vegetation index (NDVI)
"I would like to have tree counts calculated in both Bangkok, Thailand, and Jakarta, Indonesia, for the entire year of 2022."," Thank you for the request. I will perform tree counting in both Bangkok, Thailand, and Jakarta, Indonesia, for the year 2022. To proceed, could you please provide the specific date for today's reference (03/06/2020)?",tree counting/detection
"I need to count the number of trees in the administrative area of Mumbai, India, for the period from 01/01/2019 to 31/12/2019."," Thank you for the request. I will perform tree counting in Mumbai, India, from 01/01/2019 to 31/12/2019. To proceed, could you please provide the specific date for today's reference (19/12/2013)?",land use/land cover in segmentation
"I want to count trees in Ward 5 of Ho Chi Minh City, Vietnam, without specifying a time frame."," Thank you for the request. I will perform tree counting in Ward 5, Ho Chi Minh City, Vietnam. To proceed, could you please provide the specific date for today's reference (19/12/2013)?",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
"Please count the trees in the subdistrict of Sentul, Jakarta, Indonesia, from 01/01/2021 to 31/12/2021."," Thank you for the request. I will perform tree counting in Sentul, Jakarta, Indonesia, from 01/01/2021 to 31/12/2021. To proceed, could you please provide the specific date for today's reference (19/12/2013)?",tree counting/detection
"I need tree counting for the village of Kovalam, Tamil Nadu, India, without specifying a time frame."," Thank you for the request. I will perform tree counting in Kovalam, Tamil Nadu, India. To proceed, could you please provide the specific date for today's reference (19/12/2013)?",land use/land cover in segmentation
Count the trees without specifying the location or time frame. I need you to retrieve the date.," Thank you for your request. To perform tree counting, I require either a specific location within the mentioned countries or a time frame. Additionally, please provide the specific date for today's reference (19/12/2013).",aircraft category object detection
"I would like to have tree counts calculated in both Bangkok, Thailand, and Jakarta, Indonesia, for the entire year of 2022."," Thank you for the request. I will perform tree counting in both Bangkok, Thailand, and Jakarta, Indonesia, for the year 2022. To proceed, could you please provide the specific date for today's reference (19/12/2013)?",aircraft category object detection
"I need to remove clouds from aerial images of the administrative area of Mumbai, India, taken on 01/01/2020."," Thank you for the request. I will perform cloud removal on the aerial images of Mumbai, India, taken on 01/01/2020. To proceed, could you please provide the specific date for today's reference (31/12/2014)?",change of building/land/water body detection
"I want to remove clouds from aerial images of Ward 5 in Ho Chi Minh City, Vietnam, taken on 18/07/2021."," Thank you for the request. I will perform cloud removal on the aerial images of Ward 5, Ho Chi Minh City, Vietnam, taken on 18/07/2021. Could you please provide the specific date for today's reference (31/12/2014)?",aircraft category object detection
"Please remove clouds from aerial images of the subdistrict of Sentul, Jakarta, Indonesia, without specifying a time frame."," Thank you for the request. To proceed with cloud removal in Sentul, Jakarta, Indonesia, I'll need you to provide the specific date for today's reference (31/12/2014).",calculate Normalized difference vegetation index (NDVI)
"I need cloud removal from aerial images of the village of Kovalam, Tamil Nadu, India, without specifying a time frame."," Thank you for the request. To perform cloud removal in Kovalam, Tamil Nadu, India, I'll require you to provide the specific date for today's reference (31/12/2014).",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
Remove clouds from aerial images without specifying the location or time frame. I need you to retrieve the date.," Thank you for your request. To perform cloud removal, I require either a specific location within the mentioned countries or a time frame. Additionally, please provide the specific date for today's reference (31/12/2014).",car/automobile/four-wheeler/motorcar vehicle like object counting/detection
"I would like to have clouds removed from aerial images in both Bangkok, Thailand, and Jakarta, Indonesia, for the entire year of 2022."," Thank you for the request. I will perform cloud removal tasks in both Bangkok, Thailand, and Jakarta, Indonesia, for the year 2022. To proceed, could you please provide the specific date for today's reference (31/12/2014)?",tree counting/detection
"I need to detect changes in buildings, land, and water bodies in the administrative area of Mumbai, India, for the period from 01/01/2022 to 31/12/2022."," Thank you for the request. I will perform change detection in Mumbai, India, from 01/01/2022 to 31/12/2022. To proceed, could you please provide the specific date for today's reference (21/11/2022)?",tree counting/detection
"I want to detect changes in Ward 5 of Ho Chi Minh City, Vietnam, without specifying a time frame."," Thank you for the request. I will perform change detection in Ward 5, Ho Chi Minh City, Vietnam. To proceed, could you please provide the specific date for today's reference (21/11/2022)?",land use/land cover in segmentation
"Please detect changes in buildings, land, and water bodies in the subdistrict of Sentul, Jakarta, Indonesia, from 01/01/2023 to 31/12/2023."," Thank you for the request. I will perform change detection in Sentul, Jakarta, Indonesia, from 01/01/2023 to 31/12/2023. To proceed, could you please provide the specific date for today's reference (21/11/2022)?",calculate Normalized difference vegetation index (NDVI)
"I need change detection for the village of Kovalam, Tamil Nadu, India, without specifying a time frame."," Thank you for the request. I will perform change detection in Kovalam, Tamil Nadu, India. To proceed, could you please provide the specific date for today's reference (21/11/2022)?",land use/land cover in segmentation
